iR,iG,iB,i目詰,i目粗,i薄,i厚,i軽,i重,i柔,i堅,iツル,iザラ,i模様,bR,bG,bB,b目詰,b目粗,b薄,b厚,b軽,b重,b柔,b堅,bツル,bザラ,b模様
0.3552941176470588,0.37163398692810456,0.4110239651416122,0.21111111111111117,0.044444444444444516,0.6666666666666667,0.055555555555555684,0.7222222222222222,0.033333333333333354,0.5777777777777778,0.2,0.4222222222222228,0.15555555555555553,0.011111111111112848,0.33498910675381266,0.3285838779956427,0.3362962962962963,0.36666666666666703,0.05555555555555554,0.2777777777777777,0.15555555555555564,0.33333333333333326,0.14444444444444446,0.2555555555555554,0.46666666666666673,0.4555555555555561,0.2555555555555555,0.05555555555555636
0.3876750700280112,0.330905695611578,0.373109243697479,0.5238095238095238,0.14285714285714285,0.4285714285714286,0.09523809523809522,0.5714285714285714,0.04761904761904761,0.761904761904762,0.047619047619047575,0.09523809523809518,0.33333333333333326,2.428571428571428,0.5600373482726424,0.557609710550887,0.5518207282913166,0.38095238095238104,-1.3877787807814457e-17,0.09523809523809519,0.04761904761904759,0.09523809523809526,0.0952380952380952,0.19047619047619047,0.14285714285714282,0.19047619047619047,0.09523809523809523,-2.220446049250313e-16
0.5983852364475202,0.5483275663206459,0.5522491349480969,0.1764705882352941,0.05882352941176468,0.5882352941176471,-2.7755575615628914e-17,0.7058823529411765,0.05882352941176469,0.7647058823529411,0.11764705882352938,0.29411764705882354,0.058823529411764705,0.8823529411764706,0.3785467128027682,0.38800461361014993,0.39953863898500575,0.1176470588235295,0.11764705882352938,0.11764705882352941,0.1176470588235294,0.3529411764705883,0.05882352941176468,0.3529411764705882,0.11764705882352938,0.11764705882352938,0.588235294117647,5.705882352941176
0.4595588235294118,0.4338235294117647,0.4602941176470588,0.2500000000000001,0.18749999999999994,0.5625000000000001,0.12499999999999994,0.5937500000000002,0.031249999999999986,0.84375,0.06249999999999997,0.12499999999999994,0.15624999999999997,5.125000000000002,0.44889705882352937,0.47291666666666665,0.5034313725490196,0.28125000000000006,0.062499999999999986,0.15624999999999994,0.09375,0.15625000000000003,0.06249999999999997,0.25,0.18750000000000003,0.09374999999999992,0.21875,-2.220446049250313e-16
0.3956544780074192,0.39247482776894543,0.41346051934287226,0.7567567567567568,0.10810810810810806,0.5945945945945946,0.18918918918918914,0.7837837837837838,0.08108108108108109,0.8648648648648649,0.054054054054054015,0.027027027027027,0.054054054054054,4.440892098500626e-16,0.9399046104928457,0.9452040275569692,0.9555908850026495,0.0,-2.0816681711721685e-17,0.054054054054054,4.163336342344337e-17,0.054054054054053974,-4.163336342344337e-17,0.054054054054054,2.220446049250313e-16,5.551115123125783e-17,0.054054054054053946,0.0
